,Lat,Lng,City,CityClean,Country,Temperature,Latitude,Longitude,Percent Humidity,Percent Cloudiness,Wind Speed (mph)
1030,10.217894710007926,-103.59558268484255,Acapulco,acapulco,MX,82.4,16.86,-99.88,65.0,40.0,9.17
1036,64.24927775408321,-164.71782864077528,Nome,nome,US,71.01,30.04,-94.42,37.0,40.0,20.8
1037,-4.6455784317168565,-169.2182839236011,saleaula,saleaula,,,,,,,
1051,65.85433099204346,14.39501583376304,Mo i Rana,mo%20i%20rana,NO,41.0,66.32,14.15,90.0,95.0,3.47
1053,63.99785304337817,-131.39404568023406,Mayo,mayo,CA,39.2,63.59,-135.9,64.0,90.0,3.36
1054,15.487330610008485,81.10070400671856,Avanigadda,avanigadda,IN,85.55,16.02,80.92,76.0,66.0,13.02
1060,62.97520307808176,131.02323246038486,Borogontsy,borogontsy,RU,17.51,62.67,131.17,91.0,37.0,8.52
1061,20.203696873979382,32.93144506148644,Marawi,marawi,PH,75.99,8.0,124.29,90.0,25.0,3.0
1067,-24.082984086762693,-77.47986450632104,Antofagasta,antofagasta,CL,68.0,-23.65,-70.4,56.0,20.0,11.41
1069,51.49098742379593,120.33350391075845,Nerchinskiy Zavod,nerchinskiy%20zavod,RU,29.03,51.31,119.61,46.0,99.0,13.58
1070,63.453856203485685,126.48844507253693,Sangar,sangar,RU,22.73,63.92,127.47,78.0,68.0,15.75
1073,46.14462900944568,34.04289544031366,Voyinka,voyinka,UA,41.99,45.87,33.99,68.0,100.0,5.26
1074,-15.230428163237178,144.09611103734682,Mareeba,mareeba,AU,70.93,-16.99,145.42,83.0,40.0,10.29
1077,50.54185410120206,28.219595522572064,Dovbysh,dovbysh,UA,49.37,50.37,27.99,60.0,90.0,5.23
1078,32.077076070106145,-93.47583843725234,Natchitoches,natchitoches,US,61.16,31.76,-93.09,52.0,40.0,23.04
1080,-3.3713712708369314,9.483832842882805,Gamba,gamba,CN,23.45,28.28,88.52,47.0,1.0,6.96
1083,10.943685463580337,99.09427444814679,Chumphon,chumphon,TH,78.89,10.5,99.18,90.0,83.0,2.98
1086,49.68920384333589,60.51317381720912,svetlyy,svetlyy,,,,,,,
1088,30.707961061448927,69.53867978550474,Zhob,zhob,PK,64.85,31.34,69.45,38.0,68.0,2.59
1090,41.38239674699878,6.2734115408135835,Hyeres,hyeres,FR,62.04,43.12,6.14,55.0,0.0,8.05
1091,8.823717574133767,-0.5900477533504898,Salaga,salaga,GH,100.49,8.55,-0.52,24.0,100.0,7.56
1094,-16.4390041852935,26.56158765088142,Choma,choma,ZM,67.19,-16.81,26.98,85.0,100.0,5.53
1096,40.96821776574021,79.22812145244706,Aksu,aksu,KZ,32.0,52.04,76.93,50.0,90.0,6.71
1107,-0.9301303891656261,82.30588990284082,Matara,matara,PE,53.6,-13.74,-72.9,66.0,75.0,7.9
1114,-5.148780171041636,148.32440226077466,Finschhafen,finschhafen,PG,66.83,-6.6,147.85,86.0,46.0,2.84
1115,9.138840044412504,-68.84971949999058,Villa Bruzual,villa%20bruzual,VE,82.13,9.33,-69.12,58.0,98.0,3.53
1118,45.86050534724981,65.78708627268142,tasbuget,tasbuget,,,,,,,
1119,-45.9555111338834,41.79297247650973,umzimvubu,umzimvubu,,,,,,,
1122,-38.820030546478264,153.59171572266644,Batemans Bay,batemans%20bay,AU,57.76,-35.71,150.18,95.0,51.0,2.35
1123,-18.712830787790523,-148.87589966012112,Teahupoo,teahupoo,PF,87.39,-17.83,-149.27,66.0,20.0,11.41
1124,4.178156539417785,-51.29557817416301,Saint-Georges,saint-georges,CA,50.38,46.12,-70.67,97.0,100.0,3.0
1126,-32.35903057368886,36.93323055145305,Richards Bay,richards%20bay,ZA,77.81,-28.77,32.06,80.0,0.0,26.93
1127,49.713120403372045,45.1469088343886,Antipovka,antipovka,RU,40.19,49.83,45.31,43.0,59.0,4.72
1128,83.59243857605222,-59.55657591699445,Narsaq,narsaq,GL,37.31,60.91,-46.05,40.0,0.0,19.64
1138,27.611506935492997,71.33760854314966,Jaisalmer,jaisalmer,IN,88.43,26.91,70.91,21.0,0.0,3.85
1141,-19.335337137557246,153.72847585689038,Yeppoon,yeppoon,AU,68.0,-23.13,150.74,88.0,36.0,4.7
1144,-34.62678874523395,150.486030405843,Moss Vale,moss%20vale,AU,59.72,-34.55,150.37,100.0,40.0,6.93
1145,21.90919461078454,148.6750982909927,Katsuura,katsuura,JP,51.76,33.93,134.5,66.0,40.0,8.05
1147,26.42169547190342,-67.58097678021363,Cockburn Town,cockburn%20town,TC,78.71,21.46,-71.14,75.0,4.0,20.49
1153,12.639881784159641,9.856038564125043,Hadejia,hadejia,NG,91.85,12.45,10.04,9.0,76.0,5.82
1155,54.299964300655176,129.0017453048053,Zeya,zeya,RU,24.89,53.74,127.27,50.0,96.0,7.09
1161,15.324085183124168,150.35866721710715,Lorengau,lorengau,PG,76.55,-2.02,147.27,92.0,100.0,2.06
1165,12.979838112522117,30.35398065895137,Bara,bara,NG,92.93,10.41,10.6,9.0,3.0,5.68
1167,64.64969049891658,44.906979169880714,Karpogory,karpogory,RU,33.71,64.0,44.44,93.0,98.0,5.44
1177,8.794678930548898,7.178674402573677,Suleja,suleja,NG,93.2,9.18,7.18,38.0,20.0,6.93
1178,15.017141705565535,-1.7373103824842246,Djibo,djibo,BF,102.83,14.1,-1.63,17.0,79.0,7.09
1185,0.615623592019034,50.12702723440941,Mogadishu,mogadishu,SO,83.21,2.04,45.34,72.0,7.0,12.44
1186,4.759908962755091,29.097649431410503,maridi,maridi,,,,,,,
1187,-12.078593991890244,-149.2995632504078,Fare,fare,PF,84.29,-16.7,-151.02,76.0,30.0,9.78
1189,6.962237496908372,63.02427690688023,Kulhudhuffushi,kulhudhuffushi,MV,85.73,6.62,73.07,75.0,94.0,10.31
1192,-6.428462211921257,7.471111697676264,Mayumba,mayumba,GA,83.03,-3.44,10.65,83.0,78.0,7.83
1194,27.064036923339728,115.42104954992516,Jian,jian,IN,86.45,25.65,87.89,25.0,0.0,6.44
1198,-34.452552619071945,138.81879972614684,Gawler,gawler,AU,74.35,-34.6,138.75,31.0,0.0,9.17
1206,68.32687777207605,88.84630456660403,Snezhnogorsk,snezhnogorsk,RU,32.0,69.19,33.23,86.0,0.0,2.24
1207,-30.488907462226194,152.2479501191417,Armidale,armidale,AU,55.99,-30.51,151.67,80.0,28.0,5.01
1208,41.894947486337486,-78.19271197582944,Olean,olean,US,65.34,42.08,-78.43,93.0,90.0,13.87
1213,13.161639735345645,-21.36002677949662,Vila do Maio,vila%20do%20maio,CV,78.8,15.13,-23.22,54.0,40.0,23.04
1221,-36.717773669104474,147.0519032299091,Wodonga,wodonga,AU,51.85,-36.12,146.89,87.0,10.0,6.33
1225,60.455918488373925,74.54510310586423,Lokosovo,lokosovo,RU,31.37,61.13,74.84,94.0,100.0,10.58
1229,10.341682430749032,-93.97519953393636,Champerico,champerico,MX,86.0,16.38,-93.6,37.0,40.0,26.4
1236,-14.062200912205185,-33.60608765396657,Conde,conde,BR,89.51,-11.81,-37.61,54.0,98.0,6.55
1237,46.06146258698476,-104.46121662761318,Glendive,glendive,US,72.54,47.11,-104.71,28.0,1.0,17.22
1247,35.15539553215386,70.77419350733382,Nuristan,nuristan,UZ,59.0,38.49,65.64,87.0,75.0,13.87
1249,15.402348747529658,43.152752668130574,Bajil,bajil,ES,45.05,38.23,-2.07,83.0,99.0,9.19
1256,34.60197785284328,9.883715381991806,sidi bu zayd,sidi%20bu%20zayd,,,,,,,
1259,29.552264752933496,-107.32551662188055,San Buenaventura,san%20buenaventura,MX,78.53,27.06,-101.55,18.0,16.0,6.55
1261,-6.28219474191134,-161.46552955869424,samusu,samusu,,,,,,,
1264,-17.10170413995577,-175.43358323353365,hihifo,hihifo,,,,,,,
1268,-12.544875290040409,138.89330005314417,Nhulunbuy,nhulunbuy,AU,75.2,-12.18,136.78,83.0,19.0,5.82
1269,35.52557083276987,-110.98618717094446,Winslow,winslow,GB,65.26,51.94,-0.88,48.0,0.0,4.7
1271,40.351773567544626,92.98360374295714,Hami,hami,CN,66.65,42.84,93.51,21.0,0.0,7.34
1280,54.095773045222415,-129.45640086319912,Kitimat,kitimat,CA,42.8,54.02,-128.69,87.0,75.0,10.29
1281,-0.1904555500660905,32.52619667544667,Entebbe,entebbe,UG,75.2,0.06,32.45,83.0,20.0,5.82
1290,-25.108340558849974,17.880129086474767,Mariental,mariental,DE,62.67,52.28,10.99,29.0,0.0,4.7
1303,62.33942711735716,14.19868575015235,Ostersund,ostersund,SE,45.63,63.18,14.64,39.0,43.0,2.24
1307,39.29149909842408,8.046468568704796,Iglesias,iglesias,ES,55.35,42.3,-3.99,66.0,0.0,25.28
1308,-18.893327959514536,53.68783466025192,Le Port,le%20port,FR,57.22,42.87,1.37,47.0,76.0,1.61
1310,-17.91669028144743,-71.27687903765438,Ilo,ilo,PE,73.4,-17.65,-71.34,69.0,0.0,9.17
1317,32.65260706065031,-101.44691072188715,Big Spring,big%20spring,US,69.22,32.25,-101.48,26.0,0.0,3.36
1318,-14.492258449946505,6.095860659136434,Namibe,namibe,AO,76.01,-15.19,12.15,74.0,24.0,12.19
1319,20.195625754146263,128.18040030856804,Hirara,hirara,JP,75.65,24.8,125.28,86.0,100.0,20.0
1320,47.21926461063276,10.759589256429194,Imst,imst,AT,54.36,47.24,10.74,38.0,0.0,4.7
1327,-21.858145350317017,-59.092738411010416,Filadelfia,filadelfia,PY,93.83,-22.35,-60.04,46.0,71.0,9.42
1334,66.10482735842521,-54.67742169365988,Sisimiut,sisimiut,GL,24.35,66.94,-53.67,41.0,0.0,4.99
1345,17.22291825502745,69.14487680161702,Veraval,veraval,FR,63.82,49.65,0.71,49.0,0.0,5.82
1346,52.853480005355124,-61.86810400676936,Havre-Saint-Pierre,havre-saint-pierre,CA,37.4,50.23,-63.6,86.0,90.0,5.82
1347,37.58003674119517,-85.31465922000011,Campbellsville,campbellsville,US,47.41,37.34,-85.34,100.0,90.0,6.93
1348,37.67364838813698,63.65342610765731,Sayat,sayat,TM,55.4,38.78,63.88,87.0,90.0,18.34
1355,59.19629771987522,-60.38545749511866,Saint-Augustin,saint-augustin,FR,67.75,44.83,-0.61,40.0,0.0,5.82
1357,44.01320392166559,133.85291721238917,Chuguyevka,chuguyevka,RU,31.37,44.17,133.87,37.0,0.0,2.08
1358,4.228734800777744,-10.098317356006277,Buchanan,buchanan,LR,80.6,5.88,-10.05,83.0,75.0,3.36
1360,74.16983374951187,19.50726684082042,Skjervoy,skjervoy,NO,41.81,70.03,20.97,89.0,100.0,12.44
1368,28.263084332008475,124.33812925619276,Shenjiamen,shenjiamen,CN,64.31,29.96,122.3,90.0,10.0,12.57
1371,18.741476736542438,-65.23303756345632,Culebra,culebra,US,66.52,34.68,-105.77,18.0,1.0,6.93
1377,37.18745710957349,38.257058740934355,Suruc,suruc,TR,44.89,36.98,38.42,93.0,75.0,1.12
1378,59.50387488031086,25.796580824235434,Loksa,loksa,EE,46.98,59.58,25.72,61.0,0.0,8.05
1380,33.720667545221644,-74.48198275958153,Havelock,havelock,US,76.55,34.88,-76.9,100.0,90.0,20.8
1382,-13.800164889460206,-60.67693625168883,Vilhena,vilhena,BR,86.0,-12.74,-60.15,70.0,40.0,10.29
1393,-12.468921091797924,11.49827350572454,Benguela,benguela,AO,80.33,-12.58,13.4,83.0,85.0,13.6
1396,18.5039694259861,-94.43575047213604,Coatzacoalcos,coatzacoalcos,MX,80.6,18.14,-94.45,61.0,40.0,17.22
1399,15.679349974138944,3.4574263592639625,Filingue,filingue,NE,97.97,14.35,3.32,5.0,26.0,8.3
1407,33.047806004827436,-8.114777473686559,azimur,azimur,,,,,,,
1409,38.96202857858512,72.61626165073207,karakendzha,karakendzha,,,,,,,
1410,63.9799124392932,-86.5348293389609,attawapiskat,attawapiskat,,,,,,,
1417,-19.18827253769092,19.970529831469122,Rundu,rundu,NA,80.6,-17.91,19.77,22.0,46.0,3.36
1418,-34.196544659800345,150.67531896860328,Wollongong,wollongong,AU,58.89,-34.42,150.89,100.0,40.0,6.93
1420,65.64601561883316,124.1891102448007,Zhigansk,zhigansk,RU,10.13,66.77,123.37,72.0,11.0,5.88
1425,20.585977904583075,96.73456519694798,Taunggyi,taunggyi,MM,73.49,20.78,97.03,47.0,0.0,0.98
1428,40.69595465375221,-84.60338701487188,Celina,celina,US,45.59,40.55,-84.57,100.0,90.0,17.22
1441,38.38770228024973,42.700860663627395,Adilcevaz,adilcevaz,TR,34.57,38.8,42.73,80.0,75.0,1.12
1451,-11.992843190779269,-63.509280935421,Rodrigues Alves,rodrigues%20alves,BR,91.4,-7.74,-72.65,66.0,40.0,5.82
1453,49.76155283780281,114.68010392378977,Nizhniy Tsasuchey,nizhniy%20tsasuchey,RU,28.13,50.52,115.13,35.0,7.0,20.4
1454,34.52948915561488,-103.02079813011208,Clovis,clovis,US,79.21,36.83,-119.7,36.0,1.0,4.7
1458,-27.448678906819744,151.36868764768752,Dalby,dalby,AU,64.63,-27.18,151.26,93.0,40.0,14.99
1461,5.168071272771854,-3.8680600866771897,Bingerville,bingerville,CI,84.2,5.36,-3.89,83.0,40.0,8.05
1467,-4.954690802993667,23.253695062232907,Lusambo,lusambo,CD,79.43,-4.97,23.44,57.0,97.0,2.15
1469,31.133356848450646,-77.66107383432191,Mount Pleasant,mount%20pleasant,US,63.54,33.16,-94.97,42.0,1.0,14.99
1471,46.137565251906835,-64.90050423015215,Moncton,moncton,CA,59.88,46.1,-64.8,77.0,75.0,20.8
1472,63.46311493536456,69.14966371601557,Oktyabrskoye,oktyabrskoye,RU,26.89,56.73,85.44,73.0,0.0,6.71
1473,71.2423990483087,-5.427061481001601,Klaksvik,klaksvik,FO,48.2,62.23,-6.59,87.0,79.0,11.41
1480,-4.805647325027508,173.8415235644958,lolua,lolua,,,,,,,
1482,-29.147792876983885,-61.87131214476685,Rafaela,rafaela,AR,86.04,-31.25,-61.49,44.0,100.0,1.99
1483,-1.695576566340577,159.9644546027376,Kieta,kieta,PG,82.49,-6.22,155.63,75.0,100.0,5.08
1497,42.70994386605523,-87.2829969411616,Racine,racine,US,50.56,42.73,-87.78,45.0,5.0,13.87
1500,-6.493445394254053,154.6169945935797,Panguna,panguna,PG,81.23,-6.32,155.48,82.0,98.0,5.48
1509,49.95408586447542,88.7613652514986,Kosh-Agach,kosh-agach,RU,30.29,49.99,88.66,52.0,91.0,3.56
1517,4.0085369023240816,49.22642775585294,Hobyo,hobyo,SO,83.75,5.35,48.53,71.0,24.0,11.27
1519,-23.25396674768082,44.3474027305742,Sakaraha,sakaraha,MG,73.85,-22.91,44.53,73.0,25.0,6.82
1520,42.64595129066751,42.33469162528607,Martvili,martvili,GE,48.2,42.41,42.38,100.0,90.0,4.7
1526,-18.112230967429966,-72.97202532708855,Mollendo,mollendo,PE,68.99,-17.03,-72.02,83.0,99.0,11.63
1530,33.697911915502246,57.123419202456546,Tabas,tabas,IR,84.2,33.6,56.92,20.0,99.0,6.93
1531,26.267945449817233,-112.81478495123068,Mulege,mulege,MX,78.53,26.88,-111.98,38.0,98.0,7.47
1532,66.91068585780386,-177.8261829641979,Egvekinot,egvekinot,RU,0.77,66.32,-179.17,89.0,100.0,9.35
1535,67.14733537192066,-48.53241348357011,Qasigiannguit,qasigiannguit,GL,19.4,68.82,-51.19,44.0,0.0,6.93
1545,46.16376653590251,71.38627263353678,saryshagan,saryshagan,,,,,,,
1546,43.25826713526362,-64.69701705991518,Liverpool,liverpool,GB,65.37,53.41,-2.98,45.0,0.0,5.82
1547,63.848238542987104,-44.03619041265648,Qaqortoq,qaqortoq,GL,37.31,60.72,-46.03,40.0,0.0,19.64
1549,23.234282164120145,25.337417402068922,Jalu,jalu,LY,74.57,29.03,21.55,24.0,0.0,8.99
1551,-19.086526787191445,-172.0154870405423,Neiafu,neiafu,TO,78.8,-18.65,-173.98,78.0,40.0,13.87
1556,23.80433328191961,109.33476402856593,Laibin,laibin,CN,74.03,23.74,109.23,94.0,16.0,3.18
1564,1.998955259108996,-24.09599063630361,Bubaque,bubaque,GW,78.71,11.28,-15.83,72.0,8.0,14.16
1569,43.60752461489088,-99.29078987175035,Mitchell,mitchell,US,59.38,43.71,-98.03,41.0,1.0,9.17
1570,39.30559103011413,-84.40071198291203,Sharonville,sharonville,US,48.22,39.27,-84.41,87.0,90.0,10.29
1572,11.989228572580728,-50.439747296168775,Sinnamary,sinnamary,GF,82.31,5.38,-52.96,78.0,42.0,15.68
1575,48.85332574789274,141.54234594596096,Uglegorsk,uglegorsk,RU,31.37,49.08,142.06,81.0,2.0,4.36
1576,19.50976904622364,-15.531890344730243,Nouakchott,nouakchott,MR,77.0,18.08,-15.98,53.0,0.0,21.92
1583,28.160829991661387,68.33516381663233,Jacobabad,jacobabad,PK,88.07,28.29,68.44,24.0,0.0,4.61
1588,-3.8438283277987466,105.70101261194202,Palembang,palembang,ID,76.73,-2.99,104.76,93.0,100.0,2.44
1589,-18.78485548011352,27.29859141721829,Hwange,hwange,ZW,71.87,-18.35,26.5,61.0,9.0,4.12
1597,5.205311309962639,68.02382816266794,Ugoofaaru,ugoofaaru,MV,83.75,5.67,73.0,73.0,100.0,6.44
1598,58.90428197371736,121.87449672136734,Khani,khani,GE,48.2,41.96,42.96,100.0,90.0,4.7
1602,40.821570634406555,140.96114934396076,Towada,towada,JP,40.08,40.61,141.21,41.0,20.0,6.93
1605,67.57323652809075,7.0262378149234905,Sistranda,sistranda,NO,51.01,63.73,8.83,53.0,0.0,1.12
1609,40.21624916597182,-8.674231223261756,Arazede,arazede,PT,61.56,40.28,-8.65,77.0,40.0,8.05
1613,38.12398272625697,-88.73490560835992,Mount Vernon,mount%20vernon,US,73.51,40.91,-73.84,54.0,75.0,17.22
1617,-28.948401174357073,135.90807511841217,Port Augusta,port%20augusta,AU,67.01,-32.49,137.76,36.0,59.0,4.7
1626,-3.1037708268102193,38.272047409351785,Wundanyi,wundanyi,KE,72.05,-3.4,38.37,83.0,16.0,12.46
1628,21.543722479922167,-62.9091559662256,The Valley,the%20valley,AI,82.63,18.22,-63.06,57.0,20.0,18.34
1640,29.82737530502645,52.17480767323448,Shiraz,shiraz,IR,62.91,29.61,52.54,36.0,40.0,6.93
1643,23.425740650341098,111.18033300119271,Wuzhou,wuzhou,CN,72.95,23.48,111.3,97.0,25.0,4.09
1663,45.03694911248229,-21.93252471074308,Rabo de Peixe,rabo%20de%20peixe,PT,64.4,37.8,-25.58,88.0,75.0,5.82
1670,43.54766892646114,-66.69364758070633,Yarmouth,yarmouth,GB,66.47,50.71,-1.5,40.0,0.0,4.7
1672,47.59990269510217,-116.86098869362377,Post Falls,post%20falls,US,62.58,47.71,-116.95,77.0,75.0,8.05
1676,38.57562738292722,-110.44945869097528,Price,price,US,65.73,39.6,-110.81,23.0,1.0,4.7
1679,51.618928244734235,52.49944448744378,Tashla,tashla,RU,39.2,53.71,49.75,29.0,0.0,4.47
1681,74.93212978203951,22.34445404989586,Hammerfest,hammerfest,NO,41.0,70.66,23.68,80.0,75.0,16.11
1682,1.9914587012461027,16.777079962250326,Ouesso,ouesso,CG,76.01,1.61,16.05,85.0,87.0,1.81
1685,1.4123458925171093,71.33017429884092,Thinadhoo,thinadhoo,MV,85.19,0.53,72.93,74.0,100.0,13.76
1687,39.064030852054174,53.98274472698046,Balkanabat,balkanabat,TM,56.57,39.51,54.36,52.0,49.0,4.27
1689,32.22806461913662,25.166390237830086,bardiyah,bardiyah,,,,,,,
1692,-0.5355981656799571,34.59784376292532,Oyugis,oyugis,KE,78.8,-0.51,34.73,65.0,0.0,4.7
1694,66.83997549976323,88.26666361317126,Svetlogorsk,svetlogorsk,RU,28.4,53.14,59.15,54.0,21.0,6.71
1702,-9.593978526408335,156.2039599121253,Gizo,gizo,IL,56.59,31.8,34.94,59.0,20.0,10.29
1703,59.33412576599795,-14.36587524683182,Hofn,hofn,IS,38.21,64.25,-15.21,99.0,100.0,19.55
1704,44.44480091894218,-53.74627417622071,Marystown,marystown,CA,35.01,47.17,-55.16,100.0,100.0,17.31
1709,30.025190780459027,8.013260669373636,warqla,warqla,,,,,,,
1710,-21.330604966463255,16.975903379515103,Okahandja,okahandja,NA,69.44,-21.98,16.91,52.0,68.0,1.12
1712,54.604436254805506,31.291602701775076,Krasnyy,krasnyy,RU,43.07,53.81,40.7,41.0,46.0,3.06
1713,48.505924936549405,72.46554042803004,Atasu,atasu,KZ,38.21,48.68,71.64,98.0,88.0,9.73
1714,-32.00571801708383,-76.38621227325427,Valparaiso,valparaiso,US,43.92,41.47,-87.06,75.0,90.0,14.99
1715,55.711468489066505,-77.35899019010841,Moose Factory,moose%20factory,CA,46.4,51.26,-80.61,52.0,1.0,9.17
1717,-18.844383595435986,-89.26873351619582,Lima,lima,PE,73.22,-12.06,-77.04,73.0,0.0,6.93
1720,18.934341303314312,22.918345135859624,Faya,faya,SA,67.14,18.39,42.45,77.0,20.0,6.93
1723,5.985063638428485,25.05156829184378,Zemio,zemio,CF,78.53,5.02,25.13,67.0,76.0,3.71
1724,55.9609235288404,97.79150149555124,Biryusinsk,biryusinsk,RU,23.09,55.96,97.82,60.0,1.0,6.87
1726,59.12187750047312,-117.10556087375699,High Level,high%20level,CA,55.4,58.52,-117.13,24.0,40.0,13.87
1731,6.4810822346676105,-77.36629231450021,Mutis,mutis,CO,81.95,6.23,-77.4,78.0,95.0,7.83
1735,31.766666830727814,102.62001157931667,Tianpeng,tianpeng,CN,68.09,28.88,112.34,77.0,11.0,10.65
1736,4.455425161497942,30.980116447969095,yei,yei,,,,,,,
1737,-18.205613142864536,-76.39293283934671,marcona,marcona,,,,,,,
1743,-16.768420167740246,179.98792066719363,asau,asau,,,,,,,
1746,52.799277514134246,161.26792204611593,Petropavlovsk-Kamchatskiy,petropavlovsk-kamchatskiy,RU,30.2,53.05,158.65,86.0,75.0,4.47
1752,43.867232270060356,-89.45427814687147,Portage,portage,US,45.0,42.2,-85.58,93.0,90.0,8.05
1754,56.76034953790443,-8.354266915801759,Carndonagh,carndonagh,IE,68.0,55.25,-7.27,64.0,99.0,6.93
1760,-3.581123323251589,32.49243503828336,Kahama,kahama,TZ,71.51,-3.83,32.6,68.0,78.0,3.09
1765,66.1762340512187,-150.64676539682193,College,college,US,28.72,64.86,-147.8,86.0,90.0,5.82
1766,42.27260186891087,8.461837097030411,Ajaccio,ajaccio,FR,59.4,41.93,8.74,48.0,0.0,2.15
1773,47.7915546798946,104.72596304639296,Erdenet,erdenet,MN,24.53,49.03,104.04,28.0,0.0,1.52
1775,-31.80637543756849,173.29865831467362,Kaeo,kaeo,NZ,57.0,-35.1,173.78,91.0,38.0,8.03
1779,-7.232156412760645,-67.21741849496287,Pauini,pauini,BR,93.65,-7.71,-67.0,46.0,71.0,2.64
1783,48.67218396493806,45.48154605581112,kapustin yar-1,kapustin%20yar-1,,,,,,,
1789,-15.49524007025785,18.878440050821354,Menongue,menongue,AO,67.37,-14.66,17.68,77.0,90.0,4.76
1804,-12.085307483144135,133.73832421812477,Maningrida,maningrida,AU,75.47,-12.05,134.23,84.0,22.0,8.43
1805,0.21953351601196402,6.048415258655865,Port-Gentil,port-gentil,GA,80.6,-0.72,8.78,94.0,20.0,11.41
1809,35.41640056086774,80.34940648448111,Leh,leh,IN,20.21,34.16,77.58,32.0,0.0,4.88
1811,9.142372346971158,85.90991890570933,Kalmunai,kalmunai,LK,77.99,7.42,81.82,88.0,100.0,4.81
1815,-0.9662280309625686,-51.97409873568728,gurupa,gurupa,,,,,,,
1817,60.86723686634238,103.45128275802313,Vanavara,vanavara,RU,18.41,60.35,102.28,81.0,100.0,14.79
1819,-16.903340632721438,167.89500245768363,Lakatoro,lakatoro,VU,83.21,-16.11,167.42,76.0,69.0,10.47
1822,63.52009148939874,40.557707592349345,Samoded,samoded,RU,37.49,63.61,40.52,99.0,100.0,4.59
1826,40.1224106162891,60.48529538211764,Hazorasp,hazorasp,UZ,48.2,41.32,61.08,66.0,0.0,11.41
1830,66.79955836866742,34.50978128020691,Umba,umba,RU,32.99,66.69,34.34,90.0,40.0,4.85
1831,50.455089685206104,53.77462388013544,Chingirlau,chingirlau,KZ,38.57,51.09,54.08,37.0,0.0,7.45
1833,5.096604268153129,39.09651048522147,Shakiso,shakiso,ET,58.01,5.77,38.9,90.0,74.0,4.07
1836,-22.830294747859483,31.752428039642666,Giyani,giyani,ZA,73.49,-23.32,30.73,59.0,0.0,2.44
1843,-29.614513410523678,16.692273662644737,Oranjemund,oranjemund,ZA,60.17,-28.55,16.43,91.0,61.0,5.75
1846,-6.6234139502648475,-70.1964408317252,Eirunepe,eirunepe,BR,93.47,-6.66,-69.87,46.0,77.0,3.27
1849,13.634952153749083,43.167521036885375,Zabid,zabid,YE,70.07,14.2,44.5,76.0,93.0,4.94
1850,13.809629141272453,73.48073212166162,Honavar,honavar,IN,84.83,14.28,74.45,75.0,43.0,14.67
1852,58.858166486839025,64.41194047715459,Tabory,tabory,PL,48.43,53.89,19.53,40.0,0.0,6.93
1853,-23.248025533907878,6.775338354104065,Henties Bay,henties%20bay,NA,57.99,-22.12,14.28,91.0,0.0,5.99
1854,22.37303390482795,-87.59165108153498,Panaba,panaba,MX,82.13,21.28,-88.27,67.0,33.0,11.95
1859,-12.097831944077384,43.130128076201714,Moroni,moroni,US,67.87,39.52,-111.59,29.0,0.0,1.01
1862,55.47194325082475,26.10147552572971,Ignalina,ignalina,LT,51.35,55.34,26.16,55.0,99.0,4.61
1865,61.56535704653413,37.792173664228386,Kargopol,kargopol,RU,39.11,61.51,38.95,96.0,100.0,4.9
1883,51.358942465175375,-84.12011766744723,Hearst,hearst,CA,51.17,49.69,-83.67,58.0,0.0,4.63
1888,37.96668040365833,98.95060468861328,Zhangye,zhangye,CN,46.85,38.94,100.46,53.0,39.0,6.06
1891,53.73465178461399,84.96643425516476,Zarinsk,zarinsk,RU,28.31,53.71,84.95,54.0,98.0,4.61
1892,-5.049581519797698,133.30509899453602,Tual,tual,ID,84.11,-5.67,132.75,77.0,67.0,12.64
1898,-17.974012546183275,39.24702697305503,Mocuba,mocuba,MZ,70.25,-16.84,36.99,95.0,5.0,4.36
1905,9.57109695389093,14.429211963210264,Kaele,kaele,CM,101.21,10.11,14.45,9.0,100.0,4.34
1906,0.9792385852258718,12.391651070845597,Makokou,makokou,GA,75.47,0.56,12.85,95.0,100.0,1.19
1907,20.728618002875336,61.977398616237366,Sur,sur,OM,86.63,22.57,59.53,33.0,0.0,7.74
1909,33.70711349500503,95.31764208111122,Along,along,IN,49.19,28.17,94.8,88.0,25.0,4.61
1910,28.88974777123464,-99.02038557257265,Hondo,hondo,US,75.88,29.35,-99.14,25.0,1.0,11.41
1912,-14.269423295739756,30.51777781904846,Nyimba,nyimba,ZM,72.95,-14.56,30.81,76.0,55.0,3.51
1914,3.977382649266943,133.54756801305433,Kloulklubed,kloulklubed,PW,77.0,7.04,134.26,94.0,90.0,10.63
1919,-9.031578633843566,158.94728847263082,Honiara,honiara,SB,75.2,-9.43,159.96,100.0,75.0,5.57
1920,35.869957734602494,35.34348967083875,samandag,samandag,,,,,,,
1941,18.41837136316967,83.71980566898617,Razam,razam,IN,81.95,18.45,83.66,76.0,1.0,5.79
1942,47.38885657725805,52.90267577303797,Dossor,dossor,KZ,45.95,47.52,52.98,33.0,98.0,8.84
1943,-35.22634254177107,-60.07232670515451,Veinticinco de Mayo,veinticinco%20de%20mayo,AR,90.05,-27.38,-54.75,33.0,13.0,3.04
1944,-0.2598581136717826,126.45618419069598,tidore,tidore,,,,,,,
1946,59.76404384402471,31.303220527056567,Naziya,naziya,RU,48.43,59.84,31.59,57.0,100.0,5.7
